Search Topic,Title,Authors,Year,Citations,Abstract,Publication Info,URL
Thyssen-Krupp,Transitioning of steel producers to the steelworks 4.0—Literature review with case studies,"B Gajdzik, R Wolniak",2021,128,"… the global steel industry: ArcelorMittal, Thyssenkrupp, and Tata Steel. … of the steel industry through their shares in world steel … projects addressed to the industry. Concerning the analysis, …","B Gajdzik, R Wolniak - Energies, 2021 - mdpi.com",https://www.mdpi.com/1996-1073/14/14/4109
Thyssen-Krupp,Hydrogen Instead of Coal-How Steel Can Become,R Backhaus,2022,1,"… steel the most frequently used material in vehicle production, accounting for around 60 % by mass, but the steel industry … Arnd Köfler, CTO at Thyssenkrupp Steel, at the commissioning …","R Backhaus - ATZelectronics worldwide, 2022 - Springer",https://link.springer.com/article/10.1007/s38314-022-0798-9
Thyssen-Krupp,The role of the steel industry in the development of the German economy in the conditions of globalization,JP Walla,2023,0,"… The third chapter is based on an analysis of the activities of the three largest steel producers in Germany, Salzgitter SA, ThyssenKrupp and ArcelorMittal. The first chapter covers, among …",JP Walla - 2023 - economicus.ue.katowice.pl,https://economicus.ue.katowice.pl/info/phd/UEKTb1bc32ec161143d18fb67f1fc978f604?aq=file%2FuploadDate%3E%272024-01-20%27%2C%40virt_affiliation%3AUEKT1%2CrecordStatus%21%3D%27partial%27%2CaccessType%21%3D%27PRIVATE%27%2C&r=phd&ps=20&lang=pl&title=PhD%2B%25E2%2580%2593%2BThe%2Brole%2Bof%2Bthe%2Bsteel%2Bindustry%2Bin%2Bthe%2Bdevelopment%2Bof%2Bthe%2BGerman%2Beconomy%2Bin%2Bthe%2Bconditions%2Bof%2Bglobalization%2B%25E2%2580%2593%2BUniversity%2Bof%2BEconomics%2Bin%2BKatowice&pn=1&cid=464487
United Nations,The United Nations: In between international and global governance,S Werthes,2022,1,"… Moreover, we certainly do not exactly know how international affairs might have evolved without the UN. A good example here is the challenge of climate change. If we accentuate the …","S Werthes - Handbook on global governance and regionalism, 2022 - elgaronline.com",https://www.elgaronline.com/edcollchap/book/9781800377561/book-part-9781800377561-18.xml
Vanguard & State Street,Index funds and corporate governance: Let shareholders be shareholders,"M Kahan, EB Rock",2020,221,"… managed by the ""Big Three"" BlackRock, Vanguard, and State Street-… in corporate elections. With this prominence has come controversy. Commentators have bemoaned that index funds …","M Kahan, EB Rock - BuL rev., 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/bulr100&section=54
Vanguard & State Street,Environmental & social voting at index funds,CN Griffin,2020,56,"… The ""Big Three"" fundsVanguard, BlackRock, and State Street-have … of corporate governance. In particular, the three largest index fund providers, the ""Big Three"" triad of Vanguard, State …","CN Griffin - Del. J. Corp. L., 2020 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/decor44&section=13
Vanguard & State Street,The Role of Index Funds in Promoting Sustainable Corporate Governance: a review of theory and evidence of the stewardship efforts of the Big Three,M Secomandi,2021,0,"… The three largest companies – BlackRock, Vanguard, and State Street – have accumulated such large market shares that they are referred to by many as the “Big Three”, or the “…",M Secomandi - 2021 - theseus.fi,https://www.theseus.fi/handle/10024/703113
Vanguard & State Street,The End of Unified Stewardship and the Rise of Fragmented Governance,C Wang,2026,0,"… transformation of contemporary corporate governance from a system of … BlackRock, Vanguard, and State Street restructure their … This Article estimates the size of State Street’s dedicated …","C Wang - UC Berkeley, Public Law and Legal Theory Research …, 2026 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6114447
Vatican Bank (IOR),Ethical finance and the vatican banking system: the reforms of Pope Francis,"R Santoro, F Gravino",2023,2,… and digital enjoyment of religious cultural assets present in the Vatican Museums. The … the institute for the life of the Catholic Church and the Vatican City but reminded that the IOR …,"R Santoro, F Gravino - AND MONETARY, 2023 - icfm.ro",https://www.icfm.ro/jfme.icfm.ro/JFME2023-29.02.2024%20final.pdf#page=8
Vatican Bank (IOR),An institutional analysis comparing the World Bank and Vatican's discursive and ideological orientations on their anti-poverty activities: how different are they really?,IK Berry,2024,0,"… Bank using technical, financial, language filled with data, whereas Vatican discourse is religious, Christian … the “social imaginary” or “belief system”) and institutes the behaviors by which …",IK Berry - 2024 - library2.smu.ca,https://library2.smu.ca/handle/01/32051
Warburg Family,Networks and financial war: the brothers Warburg in the first age of globalization,H James,2020,3,"… The two banking brothers Warburg were in fact on both sides … to the British industrial and financial monopoly (see Cassis … Berlin bank Mendelssohn, which like the Warburg bank was …","H James - Financial History Review, 2020 - cambridge.org",https://www.cambridge.org/core/journals/financial-history-review/article/networks-and-financial-war-the-brothers-warburg-in-the-first-age-of-globalization/8334F0FB6B222E855A277F90974DF172
Warburg Family,THE WARBURGS AND YESTERDAY'S FINANCIAL DETERRENT1,H James,2021,0,"… they lacked financial resilience. There is also a link with another of Jonathan’s interests in the history of the Warburg bank: in the years before the First World War, the Warburg bank in …","H James - People, Nations and Traditions in a Comparative …, 2021 - cambridge.org",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/3D9C8AA9F67212FDF891CC72A579EB02/stamped-9781785277689c4_p59-70_CBO.pdf/warburgs_and_yesterdays_financial_deterrent.pdf
Windsor Family,The Windsor Consorts: Matriarchy and Modernisation,S Betts,2023,1,… depoliticised monarchical … monarchical power in Britain since the late seventeenth century inevitably changed both representational ideals and the practical influence of the ruling family…,"S Betts - Hanoverian to Windsor Consorts: Power, Influence …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-12829-5_14
Windsor Family,The British Royals in Popular Culture: From the Tudors to the Windsors,"J Coghlan, LJ Hackett, H Nolan",2025,1,"… the enduring allure of the British royal family, situated at the … royal families have waned in influence, the British monarchy … of Tudor to the House of Windsor. In doing so it becomes …","J Coghlan, LJ Hackett, H Nolan - 2025 - books.google.com",https://books.google.com/books?hl=en&lr=&id=TwhYEQAAQBAJ&oi=fnd&pg=PT11&dq=British+royal+family+Windsor+monarchy&ots=4QxEW8VS_E&sig=ysGl3xzsOnz4_MM5IQCewGPBj7M
Windsor Family,The Windsor Consorts: Longevity and the Modern Monarchy,C Harris,2023,1,"… royal family reflects the composition of families from a variety … constitutional monarchy, the transition from the British Empire … Second World Wars on British and Commonwealth society—…","C Harris - Hanoverian to Windsor Consorts: Power, Influence …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-12829-5_9
Windsor Family,The research of the peculiarities of the traditions in the Royal family of the Windsor dynasty,АА Шумилин,2020,1,… royal family of the Windsor dynasty. The authors draw our attention to the fact that the Windsors are the ruling royal dynasty in the United Kingdom of Great Britain … the German house of …,"АА Шумилин - Молодежь. Общество. Современная наука, техника …, 2020 - elibrary.ru",https://elibrary.ru/item.asp?id=44709874
Windsor Family,The Reign of King George V: The Genesis of the House of Windsor & the Survival of a Modern Monarchy,S Visser,2023,0,"… the Royal House of Windsor. For this study, however, this comparison will be limited to just two of the major monarchies: … The British royal family has long held close familial ties with the …","S Visser - … South Bend Undergraduate Research Journal of …, 2023 - scholarworks.iu.edu",https://scholarworks.iu.edu/journals/index.php/iusburjh/article/view/36147/39116
Windsor Family,Totem and Taboo: Religious Features of the British Public Support for Monarchy,B Palade,2024,0,"… in his book about the British monarchy, the cult of the Windsor family, with its periodic rituals … of the British royal family by considering the religious nature of the belief in monarchy and …","B Palade - Perspective Politice, 2024 - ceeol.com",https://www.ceeol.com/search/article-detail?id=1356011
World Economic Forum (WEF),Redesigning the business of development: the case of the World Economic Forum and global risk management,"S Sharma, S Soederberg",2020,78,… European business leaders to extend their reach in growing global markets. … WEF has widened its scope to envision business leaders as stakeholders in processes of global governance…,"S Sharma, S Soederberg - Review of International Political …, 2020 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/09692290.2019.1640125
World Economic Forum (WEF),The world economic Forum,CI Stefán,2023,43,"… Fund, World Bank, or, after 1995, the World Trade Organization were starting to be considered serious diplomatic actors and key stakeholders in global governance. Since the Forum …","CI Stefán - The Palgrave handbook of non-state actors in East …, 2023 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-031-05750-2_21-1.pdf
World Economic Forum (WEF),The World Economic Forum: An unaccountable force in global health governance?,D McNeill,2023,10,"… on a concept of global governance in which the private … as global stakeholders, deserving a place at the table ‘together with governments and civil society’ (WEF, 2019b) (international …","D McNeill - Global Policy, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/1758-5899.13254
World Economic Forum (WEF),World Economic Forum,MS Capitalism,2020,2,… The information reported in this document is aligned with the requirements of the core metrics from WEF Measuring Stakeholder Capitalism Report and refers to the period of January …,"MS Capitalism - URL: https://www. weforum. org/stakeholdercapitalism …, 2020 - galp.com",https://www.galp.com/corp/Portals/0/Recursos/Investidores/SharedResources/Relatorios/EN/2021/WEFMeasuringStakeholderCapitalism2021.pdf
World Health Organization (WHO),Global health governance,"S Harman, A Papamichail",2024,256,… of what we know as “global governance.” It emerges from our … issues of international organization and global governance. … World Health Organization (WHO) would call a new health …,"S Harman, A Papamichail - 2024 - taylorfrancis.com",https://www.taylorfrancis.com/books/mono/10.4324/9780203711613/global-health-governance-sophie-harman-andreas-papamichail
World Health Organization (WHO),"The United States withdrawal from the world health organization (WHO), its implications for global health governance","SO Aremu, AI Adamu, OK Obeta, DO Ibe…",2025,10,"… World Health Organization (WHO) [1]. This decision marks a significant shift in global health policy, rooted in multiple concerns surrounding the WHO’s performance and management. …","SO Aremu, AI Adamu, OK Obeta, DO Ibe… - … and Health, 2025 - Springer",https://link.springer.com/article/10.1186/s12992-025-01137-0
World Health Organization (WHO),Contesting focality in global health governance: The World Health Organization-World Bank relationship in historical perspective,F Gatti,2025,7,"… of international healthcare systems, namely the misallocation of resources, the inappropriate deployment of medical staff, the unequal access to basic healthcare, and rising healthcare …","F Gatti - The British Journal of Politics and International …, 2025 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/13691481241293063
